PV
0
0
0
0
0
0
0
0
0
0
0
0
0
0.731279240528899
0.731279240528899
18.2319510668484
18.2319510668484
44.1044376589042
44.1044376589042
85.0748956786828
85.0748956786828
192.230532800252
192.230532800252
242.144796948709
242.144796948709
399.924443421944
399.924443421944
205.871471003719
205.871471003719
316.740996972104
316.740996972104
283.981929611531
283.981929611531
191.458844629167
191.458844629167
88.6823184316136
88.6823184316136
10.0523181454096
10.0523181454096
0
0
0
0
0
0
0
0
0
